4.0821	-1.4458	-4.1318	-0.1014	-3.4402	-0.7994	-1.1277	-2.7174
-2.1110	-4.5526	-5.3966	-4.5070	-1.8936	-6.2405	-3.7597	-3.6270
3.4314	-1.6902	-2.5132	1.2402	0.4700	-2.9415	-0.5200	-4.3867
-0.1509	-0.0544	-0.2157	-0.7095	1.2488	-2.3505	-0.1926	-0.4066
-0.8205	-1.2572	0.6481	-1.8944	-2.7116	2.3270	-2.3857	2.5284
0.0256	-4.0772	-3.3309	-3.2654	-3.6867	-5.5999	0.1361	-1.1803
0.4831	-3.1724	-4.8843	-2.6224	-7.0096	-2.2660	-2.4637	-3.0382
-0.3933	-2.8683	-1.7602	-3.1597	-1.8277	-3.8846	-2.0697	-0.0560
3.4834	4.5238	5.5320	4.5943	-2.2421	3.7039	5.0419	0.9720
-1.7376	-0.5122	3.0240	-1.0820	4.6180	-0.6467	-0.0798	-0.2436
-0.1592	-1.1742	2.2437	-0.0355	0.6272	3.9576	-1.3524	-0.9771
0.2555	-3.8439	-4.9628	-4.0796	-3.7366	-3.2811	-2.2495	-3.4588
1.6432	2.4514	4.4474	0.9215	-0.0416	1.3311	1.7640	2.2266
-0.2423	-4.3721	-2.1937	-2.4271	-3.0629	-2.8758	-2.6375	-0.5296
2.1629	1.3353	0.1795	2.6124	-0.5049	0.1716	3.7471	-2.9303
-0.8882	-3.2128	-2.7328	-2.7157	-0.2465	-4.4789	-1.3908	-3.1486
-0.1150	3.9682	5.1340	1.9893	-1.0279	3.5951	4.1180	3.9944
-2.5074	-6.5919	-6.2785	-5.2092	-3.0508	-6.2468	-6.5719	-3.5235
-2.6350	-4.7886	-4.6086	-5.1688	0.1421	-3.6815	-5.0577	-2.8184
-3.2698	-5.3451	1.4462	-4.1762	-3.9936	-3.6036	-7.2196	3.5222
-2.2729	-4.3449	-1.9509	-3.1071	4.8524	-4.4961	-0.5566	-3.3356
-1.0714	-4.0384	-5.1857	-3.4056	-4.6439	-4.8926	-2.8392	-2.5274
-0.0511	0.1626	-0.6338	-0.2528	-0.7856	-0.7301	-2.3501	0.2881
4.4143	-1.4920	-3.0731	0.7892	1.2177	-0.3736	-2.1191	-4.9636
0.9613	-3.5814	-2.7891	-3.6358	-1.3647	-2.6447	-2.9550	-0.6795
-3.5451	-4.7713	-3.2773	-5.0851	-1.1823	-3.6237	-6.1358	-1.1229
2.3682	0.1255	-0.1466	0.2376	-3.7336	2.9241	0.8650	0.5314
0.0743	-0.3454	2.5236	-0.3375	-2.2741	0.3716	2.2269	2.1429
-0.5056	-3.0930	-0.2511	-1.0664	0.9377	-3.2098	0.3960	0.4111
-2.0613	-6.7306	-1.8043	-4.9938	-1.5565	-3.2342	-3.4525	0.3312
2.7782	3.6227	0.8468	3.5420	-1.7213	1.3597	1.2435	-1.3116
4.8851	-3.5246	-4.6126	0.0447	1.0097	-3.4085	-6.5812	-6.6834
0.2180	-2.4278	-5.0448	0.0181	-5.8577	-3.3861	-1.5832	-3.9182
-3.2773	0.4304	1.6394	-0.9504	1.1436	0.3076	2.7184	0.8699
-2.3243	-3.1611	-0.3178	-1.0254	3.5248	-2.7359	-6.5659	-2.7758
0.8799	-1.9374	-1.6251	-1.8409	-4.3152	-1.2031	-2.0275	0.1543
0.9750	-3.5679	-4.9852	-2.9483	-2.6552	-4.1757	-2.6592	-3.7079
-2.2570	-4.3348	-4.2617	-3.7867	2.7573	-5.9251	-3.0554	-4.2592
-1.3091	-3.7217	-5.0632	-4.0201	-3.4568	-3.6487	-3.1408	-1.8641
0.5234	-0.7198	-0.6567	-2.4527	-2.5453	0.1994	1.2586	-1.0971
1.6486	3.8657	0.2492	3.8863	-2.9252	0.6075	4.3091	-0.9570
3.9938	3.3463	0.3357	5.0942	-1.7809	1.4814	4.9674	-3.7304
-3.2006	-6.3250	-3.9876	-3.7848	5.4922	-5.5944	-7.4137	-5.8819
-2.1294	-6.1177	-5.4513	-5.1793	-2.9764	-4.9139	-6.5496	-2.3973
4.7689	0.3215	-1.7664	1.9785	-2.9584	0.0361	-0.4394	-3.2526
-0.4833	0.1755	3.4385	0.3183	-1.0317	1.5345	-1.2211	4.0376
-0.4874	-3.4137	-5.8023	-3.1180	-4.8082	-6.3545	-2.2115	-3.9285
-0.1190	-2.4793	-2.5993	-0.8377	2.3273	-3.9232	4.1602	-2.6177
-2.0420	-0.3173	-0.1305	-1.5669	5.8458	-4.0742	1.9587	-1.9337
-2.2025	-6.0101	-3.8163	-5.8136	0.0090	-5.4841	-4.1630	-1.9376
4.1634	-4.4779	-5.3519	-1.3687	1.7919	-4.8812	-7.2763	-6.4559
2.6097	0.6289	-1.6080	0.9713	-3.4350	2.3720	2.9982	-2.7349
-0.0264	0.2550	-2.2870	-0.2195	-2.4948	-1.3755	2.9803	-1.4138
0.9819	-4.1055	-4.5701	-1.8031	-2.6320	-3.9213	-0.9025	-4.0074
3.8728	1.6255	-1.7799	5.1579	-3.2022	1.4439	3.3683	-4.0457
-1.7425	-1.3323	-1.4257	-1.0904	3.4264	-3.9918	-0.2779	-1.1037
3.9345	1.3971	-1.3029	3.8355	-1.7196	-1.1423	2.1376	-3.8332
2.0420	2.0873	0.0259	0.9282	-3.3918	2.2686	3.8454	1.5929
-2.0549	-4.0379	-3.0322	-4.4531	0.2374	-3.8757	-3.2754	-2.7876
-0.9899	0.6985	2.5349	0.7893	-3.2951	1.3836	-1.4552	5.4195
0.4315	-1.5477	-1.4143	-1.3914	0.1089	-2.6412	1.6439	-0.3187
0.5232	-1.2125	-0.9818	-1.7183	-0.4139	-3.1844	0.1998	-1.0189
-2.6078	-2.4687	1.9205	-1.3900	-1.7398	0.0051	-1.5260	3.1413
-1.5561	-5.3432	-3.8431	-3.9106	2.5245	-5.5172	-4.9843	-3.1819
-3.1493	-4.6188	-4.2960	-4.2227	6.9939	-5.3492	-7.3367	-5.1492
-1.7592	-7.0768	-3.0367	-5.2686	-0.7728	-6.5282	-6.3332	-2.5283
0.6236	1.0235	1.2045	-0.1593	0.7696	1.7089	2.3286	0.6606
0.6896	-3.7419	-1.3537	-2.6225	-1.8441	-3.4671	-1.6918	-0.8824
1.3442	0.3144	-2.9982	2.1354	-6.3960	-1.1035	3.0180	-2.4847
0.7663	-1.7225	-2.4507	-1.4370	-1.4965	-2.7075	-1.4978	-1.4629
-1.0769	-4.5844	0.7943	-3.2712	-1.0317	-3.3295	-1.9608	-0.5575
-0.9857	-5.4549	-6.5191	-5.4359	-6.6981	-5.1846	-7.0252	-2.2701
3.6859	2.2812	1.8481	4.1543	-2.5202	0.9211	5.5126	-1.1898
0.0572	-3.0231	-4.9327	-2.9678	-5.9539	-0.8608	-2.2177	-2.4751
3.9916	-5.1327	-6.0347	-1.8300	0.8150	-6.3566	-5.7652	-6.1933
1.3141	-0.2434	-0.4559	-0.1298	-1.5530	-0.7807	3.5777	0.5597
3.0372	-8.3163	-7.7568	-3.9890	0.6755	-9.0031	-9.6584	-7.8170
-1.0301	-0.1901	2.5324	-1.4799	-1.5419	0.3996	2.8519	2.1650
2.3807	-5.0852	-4.0704	-2.1843	-0.8539	-0.4994	-4.4116	-2.7355
-0.7202	-1.2062	-2.9217	-2.5511	-1.8792	-2.9087	-0.7008	-0.6361
-0.4529	-3.5703	-0.4696	-0.4361	-2.2411	-4.7150	-3.2590	-4.5215
-0.3319	-2.3750	2.4033	-2.0163	-1.4372	-0.7812	-2.6332	2.2850
5.5645	-2.0915	-3.9851	1.1967	-1.0969	-2.5307	-1.6188	-6.2959
2.9576	4.0938	2.4551	4.4705	-3.4865	3.7369	6.7076	-0.2711
2.5905	-2.0140	-1.1389	-1.1069	2.5229	1.6873	-1.2612	-1.1555
-0.7407	-0.1702	1.0315	-1.4235	-1.1496	-0.9807	-3.3420	2.3811
3.4154	-3.8100	-8.6534	-2.3773	-6.1094	-3.8482	-1.4123	-6.8222
2.9928	3.8844	2.8669	2.9108	0.6172	5.3197	5.5616	1.1952
-0.1780	0.4735	1.5776	0.1795	-3.0814	0.0148	-1.1141	1.3211
-1.5782	-3.1794	-2.6902	-2.6694	0.6539	-3.5138	-2.3799	-2.7863
-0.0469	1.7162	1.5403	-0.0148	4.2567	1.4837	3.2545	-0.7802
0.2773	-4.5058	-7.6351	-3.6022	-6.8558	-5.8969	-4.8458	-5.0176
-1.3971	-2.7335	-3.1341	-3.0447	2.8408	-3.7070	-4.1060	-4.1370
-2.7192	-3.3219	-1.9749	-3.3834	-1.8523	-3.5835	-2.3879	0.3324
4.1230	1.1048	-1.8810	2.5792	-2.9772	1.2355	3.5117	-2.1267
2.9062	-0.1334	1.6470	1.8913	-1.6351	0.5734	1.5052	-0.4365
1.0548	1.2559	-0.3416	0.8356	-3.0297	0.4750	2.8798	1.0082
2.7728	-3.2777	-7.7376	0.4299	-5.4880	-7.2120	-0.8320	-8.7193
-2.5117	-3.2501	-2.1034	-3.1606	4.6679	-3.0844	-2.1037	-1.8159
-1.0536	0.4181	2.4747	-1.1250	0.3829	-0.1757	2.4898	1.3056
-0.6312	-6.1942	-4.7292	-5.0662	-2.5819	-6.7708	-5.9121	-2.7858
